id,name,lat,lon
17255003C49ZH,Printer-96,-27.551136,152.7741683
19246003C49ZH,Printer-97,-27.551136,152.7741683
18129014C49ZH,Printer-98,-27.551136,152.7741683
18157010C49ZH,Printer-99,-27.551136,152.7741683
17129031C49ZH,Printer-100,-27.551136,152.7741683
17129035C49ZH,Printer-101,-27.551136,152.7741683
17129038C49ZH,Printer-102,-27.551136,152.7741683
17171003C49ZH,Printer-103,-27.551136,152.7741683
17179009C49ZH,Printer-104,-27.551136,152.7741683
17179012C49ZH,Printer-105,-27.551136,152.7741683
17179013C49ZH,Printer-106,-27.551136,152.7741683
17179014C49ZH,Printer-107,-27.551136,152.7741683
17179033C49ZH,Printer-108,-27.551136,152.7741683
17326013C49ZH,Printer-109,-27.551136,152.7741683
17326015C49ZH,Printer-110,-27.551136,152.7741683
17326017C49ZH,Printer-111,-27.551136,152.7741683
17326018C49ZH,Printer-112,-27.551136,152.7741683
17326019C49ZH,Printer-113,-27.551136,152.7741683
18143005C49ZH,Printer-114,-27.551136,152.7741683
18143009C49ZH,Printer-115,-27.551136,152.7741683
18165012C49ZH,Printer-116,-27.551136,152.7741683
18023003C49ZH,Printer-117,-27.551136,152.7741683
18221003C49ZH,Printer-118,-27.551136,152.7741683
17129004C49ZH,Printer-119,-27.551136,152.7741683
17179061C49ZH,Printer-120,-27.551136,152.7741683
18073006C49ZH,Printer-121,-27.551136,152.7741683
18087010C49ZH,Printer-122,-27.551136,152.7741683
18100005C49ZH,Printer-123,-27.551136,152.7741683
18101011C49ZH,Printer-124,-27.551136,152.7741683
17326025C49ZH,Printer-125,-27.551136,152.7741683
17326027C49ZH,Printer-126,-27.551136,152.7741683
18033001C49ZH,Printer-127,-27.551136,152.7741683
18067002C49ZH,Printer-128,-27.551136,152.7741683
19084011C49ZH,Printer-129,-27.551136,152.7741683
19084015C49ZH,Printer-130,-27.551136,152.7741683
19084009C49ZH,Printer-131,-27.551136,152.7741683
19084007C49ZH,Printer-132,-27.551136,152.7741683
17179031C49ZH,Printer-133,-27.551136,152.7741683
TS16200001C49TS,Printer-134,-27.551136,152.7741683
18247001C49ZH,Printer-135,-27.551136,152.7741683
18247004C49ZH,Printer-136,-27.551136,152.7741683
18206003C49ZH,Printer-137,-27.551136,152.7741683
18206007C49ZH,Printer-138,-27.551136,152.7741683
18206013C49ZH,Printer-139,-27.551136,152.7741683
18206017C49ZH,Printer-140,-27.551136,152.7741683
18206018C49ZH,Printer-141,-27.551136,152.7741683
18206024C49ZH,Printer-142,-27.551136,152.7741683
18206025C49ZH,Printer-143,-27.551136,152.7741683
18057002C49ZH,Printer-144,-27.551136,152.7741683
18057005C49ZH,Printer-145,-27.551136,152.7741683
18057007C49ZH,Printer-146,-27.551136,152.7741683
